schemaVersion,recordType,startupName,pricingModel,source_name,source_url,collectedAt
1.0,PRODUCT,zapro-ai,PAID,AI-Tools-List (github),https://zapro.ai,2026-09-15T12:13:45.221890Z
1.0,PRODUCT,ai-search-by-mesha,FREEMIUM,AI-Tools-List (github),https://www.mesha.club,2026-09-15T12:13:45.327416Z
1.0,PRODUCT,credibl-esg,ENTERPRISE,AI-Tools-List (github),https://www.crediblesg.com,2026-09-15T12:13:42.740168Z
1.0,PRODUCT,kili,PAID,AI-Tools-List (github),https://www.kili.so,2026-09-15T12:13:43.086304Z
1.0,PRODUCT,cc-monet-home,PAID,AI-Tools-List (github),https://www.ccmonet.ai,2026-09-15T12:13:44.966275Z
1.0,PRODUCT,entendre-finance,FREEMIUM,AI-Tools-List (github),https://entendre.finance,2026-09-15T12:13:47.145936Z
1.0,PRODUCT,inbuild,ENTERPRISE,AI-Tools-List (github),https://www.inbuild.ai,2026-09-15T12:13:49.698252Z
1.0,PRODUCT,getinvoice,FREEMIUM,AI-Tools-List (github),https://www.get-invoice.com,2026-09-15T12:13:49.610424Z
1.0,PRODUCT,mej-erp-ai,ENTERPRISE,AI-Tools-List (github),https://mejerpai.com,2026-09-15T12:13:47.393345Z
1.0,PRODUCT,snaptobook,FREEMIUM,AI-Tools-List (github),https://www.snaptobook.com,2026-09-15T12:13:52.188764Z
1.0,PRODUCT,unitedtax-ai,FREEMIUM,AI-Tools-List (github),https://unitedtax.ai,2026-09-15T12:13:51.632626Z
1.0,PRODUCT,recordme,FREEMIUM,AI-Tools-List (github),https://recordme.ai,2026-09-15T12:13:51.643756Z
1.0,PRODUCT,received,ENTERPRISE,AI-Tools-List (github),https://received.ai,2026-09-15T12:13:49.594771Z
1.0,PRODUCT,finance-brain,FREE,AI-Tools-List (github),https://financebrain.ai,2026-09-15T12:13:54.274256Z
1.0,PRODUCT,ever-efficient-ai,FREEMIUM,AI-Tools-List (github),https://everefficient.ai,2026-09-15T12:13:53.914945Z
1.0,PRODUCT,tango-ai,FREEMIUM,AI-Tools-List (github),https://www.tangoagreements.com,2026-09-15T12:13:51.765135Z
1.0,PRODUCT,invoice-matchpoint-by-dodocs-ai,PAID,AI-Tools-List (github),https://dodocs.ai,2026-09-15T12:13:56.411677Z
1.0,PRODUCT,bank-statement-converter,FREE,AI-Tools-List (github),https://bankstatementconverter.org,2026-09-15T12:13:58.670515Z
1.0,PRODUCT,fortune,FREEMIUM,AI-Tools-List (github),https://www.fortune.app,2026-09-15T12:13:58.171900Z
1.0,PRODUCT,assist-biz,FREEMIUM,AI-Tools-List (github),https://www.assist.biz,2026-09-15T12:13:58.206407Z
1.0,PRODUCT,financial-fusion,PAID,AI-Tools-List (github),https://financialfusion.io,2026-09-15T12:13:54.270050Z
1.0,PRODUCT,backdrop,PAID,AI-Tools-List (github),https://www.joinbackdrop.com,2026-09-15T12:13:56.435187Z
1.0,PRODUCT,mrgn,PAID,AI-Tools-List (github),https://mrgn.ai,2026-09-15T12:14:00.880016Z
1.0,PRODUCT,insightai,FREEMIUM,AI-Tools-List (github),https://insightai.in,2026-09-15T12:14:00.941243Z
1.0,PRODUCT,turbodoc,PAID,AI-Tools-List (github),https://turbodoc.io,2026-09-15T12:13:58.531169Z
1.0,PRODUCT,kerno-start,PAID,AI-Tools-List (github),https://www.kerno.ch,2026-09-15T12:14:03.862033Z
1.0,PRODUCT,bank-statement-convert,FREEMIUM,AI-Tools-List (github),https://bankstatementconvert.com,2026-09-15T12:14:02.915960Z
1.0,PRODUCT,adam,PAID,AI-Tools-List (github),https://interval-ai.com,2026-09-15T12:14:06.016037Z
1.0,PRODUCT,ai-accounting-apps,FREEMIUM,AI-Tools-List (github),https://www.aiaccountingapps.com,2026-09-15T12:14:05.040285Z
1.0,PRODUCT,zeeinvoices,FREE,AI-Tools-List (github),https://zeeinvoices.com,2026-09-15T12:14:00.736286Z
1.0,PRODUCT,oly-ai,PAID,AI-Tools-List (github),https://www.oly.ai,2026-09-15T12:14:02.904478Z
1.0,PRODUCT,pennyflo,PAID,AI-Tools-List (github),https://www.pennyflo.io,2026-09-15T12:14:07.648295Z
1.0,PRODUCT,serina,FREEMIUM,AI-Tools-List (github),https://www.serina.ai,2026-09-15T12:14:07.405431Z
1.0,PRODUCT,reform,ENTERPRISE,AI-Tools-List (github),https://reformhq.com,2026-09-15T12:14:05.407755Z
1.0,PRODUCT,documentpro,FREEMIUM,AI-Tools-List (github),https://www.documentpro.ai,2026-09-15T12:14:09.464962Z
1.0,PRODUCT,spendtally,FREEMIUM,AI-Tools-List (github),https://spendtally.com,2026-09-15T12:14:09.502931Z
1.0,PRODUCT,homeworkify,FREE,AI-Tools-List (github),https://homeworkifyy.net,2026-09-15T12:14:07.563770Z
1.0,PRODUCT,accountingsolverai,FREE,AI-Tools-List (github),https://accountingsolver.com,2026-09-15T12:14:09.855786Z
1.0,PRODUCT,invoice-box-发票盒子,FREEMIUM,AI-Tools-List (github),https://www.fapiaohezi.com,2026-09-15T12:14:12.985974Z
1.0,PRODUCT,ontariosystems-com,PAID,AI-Tools-List (github),https://ontariosystems.com,2026-09-15T12:14:09.694949Z
1.0,PRODUCT,tribearc,FREEMIUM,AI-Tools-List (github),https://tribearc.com,2026-09-15T12:14:12.713844Z
1.0,PRODUCT,facturasaexcel,FREEMIUM,AI-Tools-List (github),https://facturasaexcel.com,2026-09-15T12:14:15.066246Z
1.0,PRODUCT,decodebills,FREE,AI-Tools-List (github),https://www.decodebills.com,2026-09-15T12:14:17.287935Z
1.0,PRODUCT,midaflow,FREEMIUM,AI-Tools-List (github),https://www.midaflow.com,2026-09-15T12:14:16.978890Z
1.0,PRODUCT,tablebits-by-lensell,FREEMIUM,AI-Tools-List (github),https://www.tablebitsonline.com,2026-09-15T12:14:17.073864Z
1.0,PRODUCT,billie,PAID,AI-Tools-List (github),https://getbillie.app,2026-09-15T12:14:12.670947Z
1.0,PRODUCT,receipt-cat,FREEMIUM,AI-Tools-List (github),https://www.receiptcat.com,2026-09-15T12:14:14.586598Z
1.0,PRODUCT,mest,FREE,AI-Tools-List (github),https://mest.io,2026-09-15T12:14:15.034822Z
1.0,PRODUCT,buildkeeper,FREEMIUM,AI-Tools-List (github),https://buildkeeper.co,2026-09-15T12:14:19.835649Z
1.0,PRODUCT,expensee,FREEMIUM,AI-Tools-List (github),https://expensee.app,2026-09-15T12:14:21.580056Z
1.0,PRODUCT,ai-reviews,FREEMIUM,AI-Tools-List (github),https://wereviews.co,2026-09-15T12:14:21.587655Z
1.0,PRODUCT,spendsights,FREEMIUM,AI-Tools-List (github),https://spendsights.in,2026-09-15T12:14:21.594347Z
1.0,PRODUCT,fdo-ai,FREEMIUM,AI-Tools-List (github),https://fdo.ai,2026-09-15T12:14:17.053181Z
1.0,PRODUCT,expense-sorted,FREEMIUM,AI-Tools-List (github),https://www.expensesorted.com,2026-09-15T12:14:21.915475Z
1.0,PRODUCT,myiq-ai,PAID,AI-Tools-List (github),https://www.myiq.ai,2026-09-15T12:14:24.015423Z
1.0,PRODUCT,harriet-ai,PAID,AI-Tools-List (github),https://www.harrietcfo.com,2026-09-15T12:14:19.539115Z
1.0,PRODUCT,billy-ai-invoicing-made-effortless,FREEMIUM,AI-Tools-List (github),https://getbilly.co,2026-09-15T12:14:26.136141Z
1.0,PRODUCT,gpt-hero,FREEMIUM,AI-Tools-List (github),https://www.gpt-hero.io,2026-09-15T12:14:21.804538Z
1.0,PRODUCT,eveski,FREEMIUM,AI-Tools-List (github),https://www.eveski.com,2026-09-15T12:14:29.424718Z
1.0,PRODUCT,simpla-ai,FREEMIUM,AI-Tools-List (github),https://www.simpla.ai,2026-09-15T12:14:28.524895Z
1.0,PRODUCT,getpersona-app,FREEMIUM,AI-Tools-List (github),https://getpersona.app,2026-09-15T12:14:28.283742Z
1.0,PRODUCT,chartx-ai,ENTERPRISE,AI-Tools-List (github),https://chartx.ai,2026-09-15T12:14:24.610701Z
1.0,PRODUCT,easygoing,FREEMIUM,AI-Tools-List (github),https://easydo.ing,2026-09-15T12:14:24.195167Z
1.0,PRODUCT,myinvoicer,FREE,AI-Tools-List (github),https://myinvoicer.app,2026-09-15T12:14:26.307540Z
1.0,PRODUCT,receiptify,FREEMIUM,AI-Tools-List (github),https://receiptify.ai,2026-09-15T12:14:30.808587Z
1.0,PRODUCT,proco,FREEMIUM,AI-Tools-List (github),https://proconow.co,2026-09-15T12:14:30.421497Z
1.0,PRODUCT,slayed-ai,PAID,AI-Tools-List (github),http://slayed.ai,2026-09-15T12:14:28.645865Z
1.0,PRODUCT,ence,FREEMIUM,AI-Tools-List (github),https://ence.in,2026-09-15T12:14:32.755484Z
1.0,PRODUCT,fincheck-by-trezy,FREEMIUM,AI-Tools-List (github),https://fincheck.trezy.io,2026-09-15T12:14:33.193515Z
1.0,PRODUCT,learnex-ai,PAID,AI-Tools-List (github),https://www.learnexai.com,2026-09-15T12:14:30.790484Z
1.0,PRODUCT,yapayzeka-net,FREE,AI-Tools-List (github),https://yapayzeka.net,2026-09-15T12:14:33.244694Z
1.0,PRODUCT,splitparty,FREEMIUM,AI-Tools-List (github),https://splitparty.co,2026-09-15T12:14:32.958532Z
1.0,PRODUCT,the-freelance-app,FREEMIUM,AI-Tools-List (github),https://www.thefreelance.app,2026-09-15T12:14:35.535108Z
1.0,PRODUCT,hexar-ai,FREEMIUM,AI-Tools-List (github),https://hexarai.com,2026-09-15T12:14:37.230774Z
1.0,PRODUCT,invoiceocr,FREEMIUM,AI-Tools-List (github),https://www.invoiceocr.net,2026-09-15T12:14:38.221455Z
1.0,PRODUCT,paygenie,PAID,AI-Tools-List (github),https://www.paygenie.co,2026-09-15T12:14:35.063645Z
1.0,PRODUCT,ai-pdf-bank-statement-parser,FREE,AI-Tools-List (github),https://aibankparser.com,2026-09-15T12:14:40.308526Z
1.0,PRODUCT,saaspec,PAID,AI-Tools-List (github),https://www.saaspec.com,2026-09-15T12:14:37.742836Z
1.0,PRODUCT,stabbl,FREEMIUM,AI-Tools-List (github),https://stabbl.com,2026-09-15T12:14:37.293916Z
1.0,PRODUCT,apptrop,FREE,AI-Tools-List (github),https://apptrop.com,2026-09-15T12:14:42.004215Z
1.0,PRODUCT,evrythink-1-0-financial-planning,FREEMIUM,AI-Tools-List (github),https://www.evrythink.com,2026-09-15T12:14:41.706688Z
1.0,PRODUCT,showmemoney,FREEMIUM,AI-Tools-List (github),https://www.showmemoney.app,2026-09-15T12:14:41.711194Z
1.0,PRODUCT,ecomstat,PAID,AI-Tools-List (github),https://ecomstatapp.com,2026-09-15T12:14:39.755462Z
1.0,PRODUCT,genkin,FREEMIUM,AI-Tools-List (github),https://genkin.site,2026-09-15T12:14:44.056850Z
1.0,PRODUCT,daftar-automate-your-agency,PAID,AI-Tools-List (github),https://daftarapp.com,2026-09-15T12:14:42.213494Z
1.0,PRODUCT,transacly-co,PAID,AI-Tools-List (github),https://transacly.co,2026-09-15T12:14:44.176887Z
1.0,PRODUCT,infawork,FREEMIUM,AI-Tools-List (github),https://infawork.com,2026-09-15T12:14:46.401239Z
1.0,PRODUCT,time-squeeze,FREEMIUM,AI-Tools-List (github),https://www.timesqueeze.net,2026-09-15T12:14:46.750108Z
1.0,PRODUCT,smart-invoices,FREEMIUM,AI-Tools-List (github),https://smartinvoices.app,2026-09-15T12:14:47.073637Z
1.0,PRODUCT,invoices-dev,FREEMIUM,AI-Tools-List (github),https://invoices.dev,2026-09-15T12:14:48.838721Z
1.0,PRODUCT,accelbooks,PAID,AI-Tools-List (github),https://www.accelbooks.ai,2026-09-15T12:14:46.404376Z
1.0,PRODUCT,rupease,PAID,AI-Tools-List (github),https://rupease.co,2026-09-15T12:14:44.270552Z
1.0,PRODUCT,bank-statement-extractor,FREEMIUM,AI-Tools-List (github),https://www.bankstatementextract.com,2026-09-15T12:14:50.755561Z
1.0,PRODUCT,fiorino-ai,FREEMIUM,AI-Tools-List (github),https://fiorinoai.tech,2026-09-15T12:14:50.930481Z
1.0,PRODUCT,invoicemint,ENTERPRISE,AI-Tools-List (github),https://invoicemint.in,2026-09-15T12:14:48.722807Z
1.0,PRODUCT,eliteinvoice,FREEMIUM,AI-Tools-List (github),https://eliteinvoice.com,2026-09-15T12:14:49.060041Z
1.0,PRODUCT,invoicedataextraction-com,PAID,AI-Tools-List (github),https://invoicedataextraction.com,2026-09-15T12:14:51.250652Z
1.0,PRODUCT,bizfast-io,PAID,AI-Tools-List (github),https://bizfast.io,2026-09-15T12:14:51.138383Z
1.0,PRODUCT,workfusion-app,FREEMIUM,AI-Tools-List (github),https://www.workfusionapp.com,2026-09-15T12:14:53.500875Z
1.0,PRODUCT,ai-invoicer,FREEMIUM,AI-Tools-List (github),https://aiinvoicer.in,2026-09-15T12:14:56.294188Z
1.0,PRODUCT,sendpay,FREEMIUM,AI-Tools-List (github),https://www.sendpaymail.com,2026-09-15T12:14:55.714203Z
1.0,PRODUCT,vent,PAID,AI-Tools-List (github),https://useventapp.com,2026-09-15T12:14:58.208287Z
1.0,PRODUCT,finjy,FREEMIUM,AI-Tools-List (github),https://finjy.com,2026-09-15T12:14:57.653656Z
1.0,PRODUCT,jupid-ai-accountant,FREEMIUM,AI-Tools-List (github),https://jupid.com,2026-09-15T12:14:57.779932Z
1.0,PRODUCT,victoria-ai,FREEMIUM,AI-Tools-List (github),https://www.versionseven.ai,2026-09-15T12:14:53.544996Z
1.0,PRODUCT,capyparse,PAID,AI-Tools-List (github),https://capyparse.com,2026-09-15T12:14:55.840867Z
1.0,PRODUCT,rapidscan-ai,FREEMIUM,AI-Tools-List (github),https://rapidscan.ai,2026-09-15T12:15:00.125819Z
1.0,PRODUCT,trae,FREEMIUM,AI-Tools-List (github),https://trae.ai/,2026-09-15T12:15:00.312241Z
1.0,PRODUCT,predis,FREEMIUM,AI-Tools-List (github),https://predis.ai,2026-09-15T12:15:02.662508Z
1.0,PRODUCT,adcreative-ai,FREEMIUM,AI-Tools-List (github),https://free-trial.adcreative.ai/98krjvb7wdoq,2026-09-15T12:15:02.182534Z
1.0,PRODUCT,creatopy,FREEMIUM,AI-Tools-List (github),https://www.creatopy.com,2026-09-15T12:15:04.821951Z
1.0,PRODUCT,ai-image-translator-for-ecom-image,FREEMIUM,AI-Tools-List (github),https://www.pipiads.com/ai-image-translator,2026-09-15T12:15:04.434962Z
1.0,PRODUCT,minea,FREEMIUM,AI-Tools-List (github),https://en.minea.com,2026-09-15T12:15:04.855211Z
1.0,PRODUCT,otto-google-ads,PAID,AI-Tools-List (github),https://searchatlas.com/otto-google-ads,2026-09-15T12:14:58.044621Z
1.0,PRODUCT,icon-ai-generated-influencer-ads,PAID,AI-Tools-List (github),https://icon.com,2026-09-15T12:15:00.409877Z
1.0,PRODUCT,gethookd,FREEMIUM,AI-Tools-List (github),https://www.gethookd.ai,2026-09-15T12:15:07.181480Z
1.0,PRODUCT,rubii,FREEMIUM,AI-Tools-List (github),https://rubii.ai,2026-09-15T12:15:06.738714Z
1.0,PRODUCT,maker-ai,PAID,AI-Tools-List (github),https://app.draft.co/signup,2026-09-15T12:15:04.810088Z
1.0,PRODUCT,hautech-ai,FREE,AI-Tools-List (github),https://www.hautech.ai,2026-09-15T12:15:09.390766Z
1.0,PRODUCT,lexilexi-ai,FREEMIUM,AI-Tools-List (github),https://lexilexi.ai,2026-09-15T12:15:09.002099Z
1.0,PRODUCT,viral-ecom-adz,PAID,AI-Tools-List (github),https://viralecomadz.com,2026-09-15T12:15:02.656829Z
1.0,PRODUCT,neuronsinc-com,FREEMIUM,AI-Tools-List (github),https://neuronsinc.com,2026-09-15T12:15:11.725465Z
1.0,PRODUCT,neurons,FREEMIUM,AI-Tools-List (github),https://www.neuronsinc.com,2026-09-15T12:15:11.243250Z
1.0,PRODUCT,shown-io,PAID,AI-Tools-List (github),https://shown.io/p/hCbui4ATCX,2026-09-15T12:15:06.996935Z
1.0,PRODUCT,waymark,FREEMIUM,AI-Tools-List (github),https://waymark.com,2026-09-15T12:15:13.410189Z
1.0,PRODUCT,adpilot-by-picsart,FREEMIUM,AI-Tools-List (github),https://onlineadmaker.com,2026-09-15T12:15:13.899646Z
1.0,PRODUCT,polaranalytics-com,FREEMIUM,AI-Tools-List (github),https://polaranalytics.com,2026-09-15T12:15:13.448302Z
1.0,PRODUCT,enhencer-com,PAID,AI-Tools-List (github),https://enhencer.com,2026-09-15T12:15:09.293072Z
1.0,PRODUCT,connected-stories-genaissance,FREEMIUM,AI-Tools-List (github),https://connected-stories.com,2026-09-15T12:15:15.785356Z
1.0,PRODUCT,adscan-ai,FREEMIUM,AI-Tools-List (github),https://adscan.ai,2026-09-15T12:15:15.933532Z
1.0,PRODUCT,adgen-ai,PAID,AI-Tools-List (github),https://www.adgenai.com,2026-09-15T12:15:11.720719Z
1.0,PRODUCT,zocket,FREEMIUM,AI-Tools-List (github),https://zocket.ai,2026-09-15T12:15:18.263249Z
1.0,PRODUCT,segwise-ai,FREEMIUM,AI-Tools-List (github),https://www.segwise.ai,2026-09-15T12:15:17.871260Z
1.0,PRODUCT,metric-tech,FREEMIUM,AI-Tools-List (github),https://www.metric.tech,2026-09-15T12:15:13.873212Z
1.0,PRODUCT,productly-app,FREEMIUM,AI-Tools-List (github),https://productly.app,2026-09-15T12:15:20.764436Z
1.0,PRODUCT,suppixel-ai,FREEMIUM,AI-Tools-List (github),https://suppixel.ai,2026-09-15T12:15:20.251725Z
1.0,PRODUCT,fliz-ai,FREEMIUM,AI-Tools-List (github),https://fliz.ai/,2026-09-15T12:15:16.068599Z
1.0,PRODUCT,nexad,PAID,AI-Tools-List (github),https://www.nex.ad,2026-09-15T12:15:18.000533Z
1.0,PRODUCT,adgpt-com,FREEMIUM,AI-Tools-List (github),https://adgpt.com,2026-09-15T12:15:22.415933Z
1.0,PRODUCT,viro,FREEMIUM,AI-Tools-List (github),https://app.viro.so/,2026-09-15T12:15:22.535755Z
1.0,PRODUCT,dropbotai-com,PAID,AI-Tools-List (github),https://dropbotai.com/,2026-09-15T12:15:20.415033Z
1.0,PRODUCT,community-hub,FREEMIUM,AI-Tools-List (github),https://sesamelabs.xyz,2026-09-15T12:15:24.943668Z
1.0,PRODUCT,fusionos-ai,FREEMIUM,AI-Tools-List (github),https://www.fusionos.ai,2026-09-15T12:15:24.648059Z
1.0,PRODUCT,qortex-ai,ENTERPRISE,AI-Tools-List (github),https://qortex.ai,2026-09-15T12:15:22.616895Z
1.0,PRODUCT,airpost,FREEMIUM,AI-Tools-List (github),https://www.airpost.ai,2026-09-15T12:15:22.891732Z
1.0,PRODUCT,evercopy,FREEMIUM,AI-Tools-List (github),https://dashboard.evercopy.ai/,2026-09-15T12:15:26.890972Z
1.0,PRODUCT,plug-play-ai-marketing-team,PAID,AI-Tools-List (github),https://evercopy.ai,2026-09-15T12:15:24.959102Z
1.0,PRODUCT,memorable-ad-maker,PAID,AI-Tools-List (github),https://www.memorable.io,2026-09-15T12:15:27.373310Z
1.0,PRODUCT,thirdi,FREEMIUM,AI-Tools-List (github),https://thirdi.ai,2026-09-15T12:15:29.460925Z
1.0,PRODUCT,adsgency-ai-mvp,FREEMIUM,AI-Tools-List (github),https://AdsGency.ai,2026-09-15T12:15:29.980109Z
1.0,PRODUCT,hookads-ai,PAID,AI-Tools-List (github),https://hookads.ai,2026-09-15T12:15:27.206746Z
1.0,PRODUCT,alphactr,FREEMIUM,AI-Tools-List (github),https://alphactr.com,2026-09-15T12:15:31.590949Z
1.0,PRODUCT,clickable,FREEMIUM,AI-Tools-List (github),https://www.clickable.so,2026-09-15T12:15:31.561391Z
1.0,PRODUCT,averi,PAID,AI-Tools-List (github),https://averi.ai,2026-09-15T12:15:29.366610Z
1.0,PRODUCT,shakespeare,PAID,AI-Tools-List (github),https://www.shakespeare.ai,2026-09-15T12:15:34.283097Z
1.0,PRODUCT,ugc-ads,FREEMIUM,AI-Tools-List (github),https://www.ugcads.io,2026-09-15T12:15:33.699883Z
1.0,PRODUCT,ad-mocker,FREEMIUM,AI-Tools-List (github),https://admocker.com,2026-09-15T12:15:31.619590Z
1.0,PRODUCT,ai-product-shot,FREEMIUM,AI-Tools-List (github),https://aiproductshot.com/,2026-09-15T12:15:36.364185Z
1.0,PRODUCT,omnitrain-ai,FREEMIUM,AI-Tools-List (github),https://omnitrain.ai,2026-09-15T12:15:36.078910Z
1.0,PRODUCT,selfadvertiser-com,ENTERPRISE,AI-Tools-List (github),https://selfadvertiser.com,2026-09-15T12:15:34.101055Z
1.0,PRODUCT,creative-fast-aid,FREEMIUM,AI-Tools-List (github),https://creativefastaid.com,2026-09-15T12:15:38.979611Z
1.0,PRODUCT,swipify,FREEMIUM,AI-Tools-List (github),https://swipify.ai,2026-09-15T12:15:38.883927Z
1.0,PRODUCT,daydrm-ai,FREEMIUM,AI-Tools-List (github),https://www.daydrm.ai,2026-09-15T12:15:36.376832Z
1.0,PRODUCT,xiangji-1-0,FREEMIUM,AI-Tools-List (github),https://www.xiangji.ai,2026-09-15T12:15:43.800319Z
1.0,PRODUCT,adxl-ai,FREEMIUM,AI-Tools-List (github),https://www.adxl.ai/,2026-09-15T12:15:43.315965Z
1.0,PRODUCT,posterstudio,FREEMIUM,AI-Tools-List (github),https://posterstudio.ai,2026-09-15T12:15:39.225970Z
1.0,PRODUCT,growtake,FREEMIUM,AI-Tools-List (github),https://growtake.com,2026-09-15T12:15:41.164229Z
1.0,PRODUCT,agentprod,PAID,AI-Tools-List (github),https://agentprod.com,2026-09-15T12:15:48.779301Z
1.0,PRODUCT,dicer-ai,PAID,AI-Tools-List (github),https://dicer.ai,2026-09-15T12:15:43.509164Z
1.0,PRODUCT,roach-ai,FREEMIUM,AI-Tools-List (github),https://roach.ai,2026-09-15T12:15:50.934828Z
1.0,PRODUCT,hippist-ai,FREEMIUM,AI-Tools-List (github),https://www.hippist.com,2026-09-15T12:15:45.560549Z
1.0,PRODUCT,adstronaut,PAID,AI-Tools-List (github),https://www.adstronaut.net,2026-09-15T12:15:41.066712Z
1.0,PRODUCT,showstop,FREEMIUM,AI-Tools-List (github),https://showstop.ai,2026-09-15T12:15:53.400025Z
1.0,PRODUCT,wafrow-landing-pages-on-steroids,PAID,AI-Tools-List (github),https://wafrow.com,2026-09-15T12:15:55.911286Z
1.0,PRODUCT,peachly-ai,FREEMIUM,AI-Tools-List (github),https://peachlyai.xyz,2026-09-15T12:15:55.051508Z
1.0,PRODUCT,cameralyze-no-code-ai-studio,FREEMIUM,AI-Tools-List (github),https://www.plugger.ai/,2026-09-15T12:15:50.959116Z
1.0,PRODUCT,faqx,FREEMIUM,AI-Tools-List (github),https://faqx.com,2026-09-15T12:15:55.474177Z
1.0,PRODUCT,beb-ai,FREEMIUM,AI-Tools-List (github),https://beb.ai,2026-09-15T12:15:55.571895Z
1.0,PRODUCT,hifen-io,FREEMIUM,AI-Tools-List (github),https://hifen.io,2026-09-15T12:15:45.733109Z
1.0,PRODUCT,adgen-studio,PAID,AI-Tools-List (github),https://www.adgenstudio.com,2026-09-15T12:15:50.055463Z
1.0,PRODUCT,motion-cut,PAID,AI-Tools-List (github),https://motioncut.io,2026-09-15T12:15:47.715826Z
1.0,PRODUCT,frequently-ai,FREEMIUM,AI-Tools-List (github),https://www.frequently.ai,2026-09-15T12:15:54.659010Z
1.0,PRODUCT,quantplus,PAID,AI-Tools-List (github),http://quantplus.io,2026-09-15T12:15:58.350151Z
1.0,PRODUCT,ai-logo-art,PAID,AI-Tools-List (github),https://ailogoart.com,2026-09-15T12:15:53.003142Z
1.0,PRODUCT,altos-ai-autonomous-advertising,PAID,AI-Tools-List (github),https://www.helloaltos.com,2026-09-15T12:16:00.077110Z
1.0,PRODUCT,product-ad-ai,FREEMIUM,AI-Tools-List (github),https://productad.co,2026-09-15T12:16:00.140403Z
1.0,PRODUCT,ohmysynt,PAID,AI-Tools-List (github),https://ohmysynt.io,2026-09-15T12:15:57.852467Z
1.0,PRODUCT,adflare-ai,FREEMIUM,AI-Tools-List (github),https://adflare.ai,2026-09-15T12:16:02.253553Z
1.0,PRODUCT,ecoms-genie-ai,PAID,AI-Tools-List (github),https://www.ecomsgenie.com,2026-09-15T12:15:55.395476Z
1.0,PRODUCT,hollyfy,PAID,AI-Tools-List (github),https://www.hollyfy.com,2026-09-15T12:16:00.085578Z
1.0,PRODUCT,adxcel-com,PAID,AI-Tools-List (github),https://adxcel.com,2026-09-15T12:16:02.612074Z
1.0,PRODUCT,living-images,PAID,AI-Tools-List (github),https://img.coframe.ai,2026-09-15T12:16:04.676458Z
1.0,PRODUCT,brandnetworksinc-com,FREEMIUM,AI-Tools-List (github),https://brandnetworksinc.com,2026-09-15T12:16:04.550597Z
1.0,PRODUCT,imgpt,FREEMIUM,AI-Tools-List (github),https://www.img-pt.com,2026-09-15T12:16:04.577925Z
1.0,PRODUCT,adastra,PAID,AI-Tools-List (github),https://1trillionclub.com/,2026-09-15T12:16:02.724444Z
1.0,PRODUCT,mad-ad,FREEMIUM,AI-Tools-List (github),https://www.madad.site,2026-09-15T12:16:06.874174Z
1.0,PRODUCT,adspawn,FREEMIUM,AI-Tools-List (github),https://www.adspawn.com,2026-09-15T12:16:07.189989Z
1.0,PRODUCT,performwell,FREEMIUM,AI-Tools-List (github),https://performwell.online,2026-09-15T12:16:09.259538Z
1.0,PRODUCT,instaon-io,FREEMIUM,AI-Tools-List (github),https://instaon.io,2026-09-15T12:16:08.765295Z
1.0,PRODUCT,veedy-ai,PAID,AI-Tools-List (github),https://veedy.ai,2026-09-15T12:16:04.876735Z
1.0,PRODUCT,adlas-io,FREEMIUM,AI-Tools-List (github),https://adlas.io,2026-09-15T12:16:11.166469Z
1.0,PRODUCT,shots-maker,FREEMIUM,AI-Tools-List (github),https://shotsmaker.com,2026-09-15T12:16:11.223914Z
1.0,PRODUCT,lolify,FREE,AI-Tools-List (github),https://www.lolify.io,2026-09-15T12:16:07.092251Z
1.0,PRODUCT,engaugeai-test-your-ad-creatives,PAID,AI-Tools-List (github),https://www.engaugeai.net,2026-09-15T12:16:09.427827Z
1.0,PRODUCT,virtual-verse-labs,FREEMIUM,AI-Tools-List (github),https://virtualverselabs.com,2026-09-15T12:16:11.504144Z
1.0,PRODUCT,human-model-based-ai-images,FREEMIUM,AI-Tools-List (github),https://ivisual.ai,2026-09-15T12:16:13.499835Z
1.0,PRODUCT,genads,FREEMIUM,AI-Tools-List (github),https://genads.app,2026-09-15T12:16:13.799833Z
1.0,PRODUCT,dynamicads,PAID,AI-Tools-List (github),https://dynamicads.app,2026-09-15T12:16:16.882696Z
1.0,PRODUCT,asset-creatives-ai,FREEMIUM,AI-Tools-List (github),https://asset-creatives-ai.com,2026-09-15T12:16:16.453663Z
1.0,PRODUCT,f-xai,PAID,AI-Tools-List (github),https://foxai.app,2026-09-15T12:16:11.381290Z
1.0,PRODUCT,adsrapido,FREEMIUM,AI-Tools-List (github),https://adsrapido.com,2026-09-15T12:16:19.911294Z
1.0,PRODUCT,content-creation-tools,FREE,AI-Tools-List (github),https://contentcreation.tools,2026-09-15T12:16:22.613765Z
1.0,PRODUCT,make-ad,PAID,AI-Tools-List (github),https://make.ad,2026-09-15T12:16:13.718912Z
1.0,PRODUCT,smmai-ai-banner-maker,FREE,AI-Tools-List (github),https://home.smmai.app,2026-09-15T12:16:16.288357Z
1.0,PRODUCT,generate-ads-ai,FREEMIUM,AI-Tools-List (github),https://generateads.ai,2026-09-15T12:16:22.627957Z
1.0,PRODUCT,the-influencer-ai,FREEMIUM,AI-Tools-List (github),https://www.theinfluencer.ai,2026-09-15T12:16:24.940171Z
1.0,PRODUCT,recraft-image-model,PAID,AI-Tools-List (github),https://www.recraft.ai,2026-09-15T12:16:19.493269Z
